country,year,hog,hog_ideology,hog_party_eng,leader,leader_ideology,leader_party_eng
Costa Rica,1962,Francisco Jose Orlich Bolmarich,leftist,National Liberation Party,Orlich,leftist,National Liberation Party
Costa Rica,1963,Francisco Jose Orlich Bolmarich,leftist,National Liberation Party,Orlich,leftist,National Liberation Party
Costa Rica,1964,Francisco Jose Orlich Bolmarich,leftist,National Liberation Party,Orlich,leftist,National Liberation Party
Costa Rica,1965,Francisco Jose Orlich Bolmarich,leftist,National Liberation Party,Orlich,leftist,National Liberation Party
Costa Rica,1966,Jose Joaquin Trejos Fernandez,rightist,National Union Party,Trejos,rightist,National Union Party
Costa Rica,1967,Jose Joaquin Trejos Fernandez,rightist,National Union Party,Trejos,rightist,National Union Party
Costa Rica,1968,Jose Joaquin Trejos Fernandez,rightist,National Union Party,Trejos,rightist,National Union Party
Costa Rica,1969,Jose Joaquin Trejos Fernandez,rightist,National Union Party,Trejos,rightist,National Union Party
Costa Rica,1970,Jose Figueres Ferrer,leftist,National Liberation Party,Figueres Ferrer,leftist,National Liberation Party
Costa Rica,1971,Jose Figueres Ferrer,leftist,National Liberation Party,Figueres Ferrer,leftist,National Liberation Party
Costa Rica,1972,Jose Figueres Ferrer,leftist,National Liberation Party,Figueres Ferrer,leftist,National Liberation Party
Costa Rica,1973,Jose Figueres Ferrer,leftist,National Liberation Party,Figueres Ferrer,leftist,National Liberation Party
Costa Rica,1974,Daniel Oduber Quiros,leftist,National Liberation Party,"Quiros, Daniel",leftist,National Liberation Party
Costa Rica,1975,Daniel Oduber Quiros,leftist,National Liberation Party,"Quiros, Daniel",leftist,National Liberation Party
Costa Rica,1976,Daniel Oduber Quiros,leftist,National Liberation Party,"Quiros, Daniel",leftist,National Liberation Party
Costa Rica,1977,Daniel Oduber Quiros,leftist,National Liberation Party,"Quiros, Daniel",leftist,National Liberation Party
Costa Rica,1978,Rodrigo Carazo Odio,rightist,National Union Party,Carazo Odio,rightist,National Union Party
Costa Rica,1979,Rodrigo Carazo Odio,rightist,National Union Party,Carazo Odio,rightist,National Union Party
Costa Rica,1980,Rodrigo Carazo Odio,rightist,National Union Party,Carazo Odio,rightist,National Union Party
Costa Rica,1981,Rodrigo Carazo Odio,rightist,National Union Party,Carazo Odio,rightist,National Union Party
Costa Rica,1982,Luis Alberto Monge Alvarez,leftist,National Liberation Party,Monge Alverez,leftist,National Liberation Party
Costa Rica,1983,Luis Alberto Monge Alvarez,leftist,National Liberation Party,Monge Alverez,leftist,National Liberation Party
Costa Rica,1984,Luis Alberto Monge Alvarez,leftist,National Liberation Party,Monge Alverez,leftist,National Liberation Party
Costa Rica,1985,Luis Alberto Monge Alvarez,leftist,National Liberation Party,Monge Alverez,leftist,National Liberation Party
Costa Rica,1986,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,1987,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,1988,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,1989,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,1990,Rafael Angel Calderon Fournier,rightist,Social Christian Unity Party,Calderon Fournier,rightist,Social Christian Unity Party
Costa Rica,1991,Rafael Angel Calderon Fournier,rightist,Social Christian Unity Party,Calderon Fournier,rightist,Social Christian Unity Party
Costa Rica,1992,Rafael Angel Calderon Fournier,rightist,Social Christian Unity Party,Calderon Fournier,rightist,Social Christian Unity Party
Costa Rica,1993,Rafael Angel Calderon Fournier,rightist,Social Christian Unity Party,Calderon Fournier,rightist,Social Christian Unity Party
Costa Rica,1994,Jose Maria Figueres Olsen,leftist,National Liberation Party,Figueres Olsen,leftist,National Liberation Party
Costa Rica,1995,Jose Maria Figueres Olsen,leftist,National Liberation Party,Figueres Olsen,leftist,National Liberation Party
Costa Rica,1996,Jose Maria Figueres Olsen,leftist,National Liberation Party,Figueres Olsen,leftist,National Liberation Party
Costa Rica,1997,Jose Maria Figueres Olsen,leftist,National Liberation Party,Figueres Olsen,leftist,National Liberation Party
Costa Rica,1998,Miguel Angel Rodriguez Echeverria,rightist,Social Christian Unity Party,Rodriguez Echeverria,rightist,Social Christian Unity Party
Costa Rica,1999,Miguel Angel Rodriguez Echeverria,rightist,Social Christian Unity Party,Rodriguez Echeverria,rightist,Social Christian Unity Party
Costa Rica,2000,Miguel Angel Rodriguez Echeverria,rightist,Social Christian Unity Party,Rodriguez Echeverria,rightist,Social Christian Unity Party
Costa Rica,2001,Miguel Angel Rodriguez Echeverria,rightist,Social Christian Unity Party,Rodriguez Echeverria,rightist,Social Christian Unity Party
Costa Rica,2002,Abel Pacheco de la Espriella,rightist,Social Christian Unity Party,de la Espriella,rightist,Social Christian Unity Party
Costa Rica,2003,Abel Pacheco de la Espriella,rightist,Social Christian Unity Party,de la Espriella,rightist,Social Christian Unity Party
Costa Rica,2004,Abel Pacheco de la Espriella,rightist,Social Christian Unity Party,de la Espriella,rightist,Social Christian Unity Party
Costa Rica,2005,Abel Pacheco de la Espriella,rightist,Social Christian Unity Party,de la Espriella,rightist,Social Christian Unity Party
Costa Rica,2006,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,2007,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,2008,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,2009,Oscar Arias Sanchez,leftist,National Liberation Party,Arias,leftist,National Liberation Party
Costa Rica,2010,Laura Chinchilla Miranda,leftist,National Liberation Party,Laura Chinchilla Miranda,leftist,National Liberation Party
Costa Rica,2011,Laura Chinchilla Miranda,leftist,National Liberation Party,Laura Chinchilla Miranda,leftist,National Liberation Party
Costa Rica,2012,Laura Chinchilla Miranda,leftist,National Liberation Party,Laura Chinchilla Miranda,leftist,National Liberation Party
Costa Rica,2013,Laura Chinchilla Miranda,leftist,National Liberation Party,Laura Chinchilla Miranda,leftist,National Liberation Party
Costa Rica,2014,Luis Guillermo Solis Rivera,leftist,Citizens' Action Party,Solis Rivera,leftist,Citizens' Action Party
Costa Rica,2015,Luis Guillermo Solis Rivera,leftist,Citizens' Action Party,Solis Rivera,leftist,Citizens' Action Party
Costa Rica,2016,Luis Guillermo Solis Rivera,leftist,Citizens' Action Party,Solis Rivera,leftist,Citizens' Action Party
Costa Rica,2017,Luis Guillermo Solis Rivera,leftist,Citizens' Action Party,Solis Rivera,leftist,Citizens' Action Party
Costa Rica,2018,Carlos Alvarado Quesada,leftist,Citizens' Action Party,Carlos Alvarado Quesada,leftist,Citizens' Action Party
Costa Rica,2019,Carlos Alvarado Quesada,leftist,Citizens' Action Party,Carlos Alvarado Quesada,leftist,Citizens' Action Party
Costa Rica,2020,Carlos Alvarado Quesada,leftist,Citizens' Action Party,Carlos Alvarado Quesada,leftist,Citizens' Action Party
Cuba,1945,Carlos Prio Socarras,leftist,Cuban Revolutionary Party — Authentic,Grau San Martin,leftist,Cuban Revolutionary Party — Authentic
Cuba,1946,Carlos Prio Socarras,leftist,Cuban Revolutionary Party — Authentic,Grau San Martin,leftist,Cuban Revolutionary Party — Authentic
Cuba,1947,Raul Lopez del Castillo,leftist,Cuban Revolutionary Party — Authentic,Grau San Martin,leftist,Cuban Revolutionary Party — Authentic
Cuba,1948,Manuel Antonio de Varonay Loredo,leftist,Cuban Revolutionary Party — Authentic,Prio Socarres,leftist,Cuban Revolutionary Party — Authentic
Cuba,1949,Manuel Antonio de Varonay Loredo,leftist,Cuban Revolutionary Party — Authentic,Prio Socarres,leftist,Cuban Revolutionary Party — Authentic
Cuba,1950,Felix Lancis Sanchez,leftist,Cuban Revolutionary Party — Authentic,Prio Socarres,leftist,Cuban Revolutionary Party — Authentic
Cuba,1951,Oscar B. Gansy Lopez Martinez,rightist,Progressive Action Party / United Action Party,Prio Socarres,leftist,Cuban Revolutionary Party — Authentic
Cuba,1952,Ruben Fulgencio Batista y Zaldivar,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1953,Ruben Fulgencio Batista y Zaldivar,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1954,Andres Domingo y Morales del Castillo,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1955,Jorge Garcia Montes,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1956,Jorge Garcia Montes,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1957,Andres Rivero Aguero,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1958,Gonzalo Guelly Morales de los Rios,rightist,Progressive Action Party / United Action Party,Batista,rightist,Progressive Action Party / United Action Party
Cuba,1959,Fidel Alejandro Castro Ruz,leftist,26th of July Movement,Castro,leftist,26th of July Movement
Cuba,1960,Fidel Alejandro Castro Ruz,leftist,26th of July Movement,Castro,leftist,26th of July Movement
Cuba,1961,Fidel Alejandro Castro Ruz,leftist,Integrated Revolutionary Organizations,Castro,leftist,Integrated Revolutionary Organizations
Cuba,1962,Fidel Alejandro Castro Ruz,leftist,United Party of the Cuban Socialist Revolution,Castro,leftist,United Party of the Cuban Socialist Revolution
Cuba,1963,Fidel Alejandro Castro Ruz,leftist,United Party of the Cuban Socialist Revolution,Castro,leftist,United Party of the Cuban Socialist Revolution
Cuba,1964,Fidel Alejandro Castro Ruz,leftist,United Party of the Cuban Socialist Revolution,Castro,leftist,United Party of the Cuban Socialist Revolution
Cuba,1965,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1966,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1967,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1968,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1969,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1970,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1971,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1972,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1973,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1974,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1975,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1976,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1977,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1978,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1979,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1980,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1981,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1982,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1983,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1984,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1985,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1986,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1987,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1988,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1989,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1990,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1991,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1992,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1993,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1994,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1995,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1996,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1997,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1998,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,1999,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2000,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2001,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2002,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2003,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2004,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2005,Fidel Alejandro Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2006,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2007,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Castro,leftist,Communist Party of Cuba
Cuba,2008,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2009,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2010,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2011,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2012,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2013,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2014,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2015,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2016,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2017,Raul Modesto Castro Ruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2018,Miguel Diaz-Canel Bermudez,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2019,Manuel Marrero Cruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Cuba,2020,Manuel Marrero Cruz,leftist,Communist Party of Cuba,Raul Castro,leftist,Communist Party of Cuba
Dominican Republic,1945,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1946,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1947,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1948,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1949,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1950,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1951,Rafael Leonidas Trujillo y Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1952,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1953,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1954,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1955,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1956,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1957,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1958,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1959,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1960,Rafael Leonidas Trujilloy Molina,rightist,Dominican Party,Rafel Trujillo,rightist,Dominican Party
Dominican Republic,1961,Joaquin Antonio Balaguer Ricardo,rightist,Dominican Party,Balaguer,rightist,Dominican Party
Dominican Republic,1962,Rafael Filiberto Bonnelly Fondeur,rightist,Republican Party,Filiberto Bonnelly,rightist,Republican Party
Dominican Republic,1963,[Collective Body],rightist,National Civic Union,Cabral,rightist,National Civic Union
Dominican Republic,1964,[Collective Body],rightist,National Civic Union,Cabral,rightist,National Civic Union
Dominican Republic,1965,Héctor Federico García Godoy Cáceres,rightist,Social Christian Reformist Party,Godoy,rightist,Social Christian Reformist Party
Dominican Republic,1966,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1967,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1968,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1969,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1970,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1971,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1972,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1973,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1974,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1975,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1976,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1977,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1978,Silvestre Antonio Guzman Fernandez,leftist,Dominican Revolutionary Party,Guzman Fernandez,leftist,Dominican Revolutionary Party
Dominican Republic,1979,Silvestre Antonio Guzman Fernandez,leftist,Dominican Revolutionary Party,Guzman Fernandez,leftist,Dominican Revolutionary Party
Dominican Republic,1980,Silvestre Antonio Guzman Fernandez,leftist,Dominican Revolutionary Party,Guzman Fernandez,leftist,Dominican Revolutionary Party
Dominican Republic,1981,Silvestre Antonio Guzman Fernandez,leftist,Dominican Revolutionary Party,Guzman Fernandez,leftist,Dominican Revolutionary Party
Dominican Republic,1982,Jose Salvador Omar Jorge Blanco,leftist,Dominican Revolutionary Party,Blanco,leftist,Dominican Revolutionary Party
Dominican Republic,1983,Jose Salvador Omar Jorge Blanco,leftist,Dominican Revolutionary Party,Blanco,leftist,Dominican Revolutionary Party
Dominican Republic,1984,Jose Salvador Omar Jorge Blanco,leftist,Dominican Revolutionary Party,Blanco,leftist,Dominican Revolutionary Party
Dominican Republic,1985,Jose Salvador Omar Jorge Blanco,leftist,Dominican Revolutionary Party,Blanco,leftist,Dominican Revolutionary Party
Dominican Republic,1986,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1987,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1988,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1989,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1990,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1991,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1992,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1993,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1994,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1995,Joaquin Antonio Balaguer Ricardo,rightist,Social Christian Reformist Party,Balaguer,rightist,Social Christian Reformist Party
Dominican Republic,1996,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,1997,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,1998,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,1999,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2000,Rafael Hipolito Mejia Dominqez,centrist,Dominican Revolutionary Party,Hipolito Mejia,centrist,Dominican Revolutionary Party
Dominican Republic,2001,Rafael Hipolito Mejia Dominqez,centrist,Dominican Revolutionary Party,Hipolito Mejia,centrist,Dominican Revolutionary Party
Dominican Republic,2002,Rafael Hipolito Mejia Dominqez,centrist,Dominican Revolutionary Party,Hipolito Mejia,centrist,Dominican Revolutionary Party
Dominican Republic,2003,Rafael Hipolito Mejia Dominqez,centrist,Dominican Revolutionary Party,Hipolito Mejia,centrist,Dominican Revolutionary Party
Dominican Republic,2004,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2005,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2006,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2007,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2008,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2009,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2010,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2011,Leonel Antonio Fernandez Reyna,centrist,Dominican Liberation Party,Fernandez Reyna,centrist,Dominican Liberation Party
Dominican Republic,2012,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2013,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2014,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2015,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2016,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2017,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2018,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2019,Danilo Medina Sanchez,centrist,Dominican Liberation Party,Medina,centrist,Dominican Liberation Party
Dominican Republic,2020,Luis Rodolfo Abinader,leftist,Modern Revolutionary Party,Luis Abinader,leftist,Modern Revolutionary Party
Ecuador,1945,Jose Maria Velasco Ibarra,rightist,,Velasco Ibarra,rightist,
Ecuador,1946,Jose Maria Velasco Ibarra,rightist,,Velasco Ibarra,rightist,
Ecuador,1947,Carlos Julio Arosemena Tola,rightist,none,Arosemana Tola,rightist,none
Ecuador,1948,Galo Lincoln Plaza Lasso de la Veg,rightist,National Democratic Civic Movement,Plaza Lasso,rightist,National Democratic Civic Movement
Ecuador,1949,Galo Lincoln Plaza Lasso de la Veg,rightist,National Democratic Civic Movement,Plaza Lasso,rightist,National Democratic Civic Movement
Ecuador,1950,Galo Lincoln Plaza Lasso de la Veg,rightist,National Democratic Civic Movement,Plaza Lasso,rightist,National Democratic Civic Movement
Ecuador,1951,Galo Lincoln Plaza Lasso de la Veg,rightist,National Democratic Civic Movement,Plaza Lasso,rightist,National Democratic Civic Movement
Ecuador,1952,Jose Maria Velasco Ibarra,rightist,National Velazquist Federation,Velasco Ibarra,rightist,National Velazquist Federation
Ecuador,1953,Jose Maria Velasco Ibarra,rightist,National Velazquist Federation,Velasco Ibarra,rightist,National Velazquist Federation
Ecuador,1954,Jose Maria Velasco Ibarra,rightist,National Velazquist Federation,Velasco Ibarra,rightist,National Velazquist Federation
Ecuador,1955,Jose Maria Velasco Ibarra,rightist,National Velazquist Federation,Velasco Ibarra,rightist,National Velazquist Federation
Ecuador,1956,Camilo Ponce Enriquez,rightist,Social Christian Party [Movement],Ponce Enriquez,rightist,Social Christian Party [Movement]
